cellMass,time,predyn
1317.6581933555399,0,0
1331.654867894044,60,0
1348.5350896052382,120,0
1366.5037103252298,180,0
1384.7766748003094,240,0
1404.6602616554642,300,0
1425.4768572408407,360,0
1445.7825079967572,420,0
1465.9970377941377,480,0
1486.4557351646054,540,0
1507.0642801337717,600,0
1528.6174291417904,660,0
1551.0339547809651,720,0
1573.1802480735435,780,0
1594.627124,840,0
1616.3316674105167,900,0
1637.5513325153308,960,0
1658.763948,1020,0
1680.6156191593914,1080,0
1702.690638950543,1140,0
1724.8606056281585,1200,0
1747.251825635414,1260,1
1770.1242192862576,1320,1
1793.4777865806898,1380,1
1817.3125275187103,1440,1
1841.6284421003193,1500,1
1866.4255303255168,1560,1
1891.7037921943027,1620,1
1917.4632277066771,1680,1
1943.703837,1740,1
1970.4256196621911,1800,1
1997.628576105331,1860,1
2025.312706192059,1920,1
2053.478009922376,1980,1
2082.124487296281,2040,1
2111.2521383137746,2100,1
2140.8609629748566,2160,1
2170.9509612795273,2220,1
2201.522133227786,2280,1
2232.5744788196334,2340,1
2264.1079980550694,2400,1
2296.1226909340935,2460,1
1135.745174738792,2501,0
1152.0097648801004,2561,0
1167.3973193801633,2621,0
1182.6482672268971,2681,0
1198.4818684739428,2741,0
1214.1410361088208,2801,0
1229.891506347866,2861,0
1245.7948414781108,2921,0
1262.3082554565312,2981,0
1278.6102167166098,3041,0
1295.6440387939022,3101,0
1312.8335602435786,3161,0
1329.915651687539,3221,0
1347.3349085108052,3281,0
1364.6822174420925,3341,0
1381.9989929952533,3401,0
1399.783459019661,3461,0
1416.9538843010605,3521,0
1434.2727110551532,3581,0
1451.596284411944,3641,0
1468.882739651554,3701,0
1486.193478034693,3761,0
1503.6051614715295,3821,0
1521.4358809832188,3881,0
1539.2666004950233,3941,1
1557.0973200068277,4001,1
1574.928039518632,4061,1
1592.7587590304363,4121,1
1610.5894785422406,4181,1
1628.420198054045,4241,1
1646.2509175658492,4301,1
1664.0816370776536,4361,1
1681.9123565894579,4421,1
1699.7430761012622,4481,1
1717.5737956130665,4541,1
1735.4045151248708,4601,1
1753.2352346366752,4661,1
1771.0659541484795,4721,1
1788.8966736602838,4781,1
1806.7273931720881,4841,1
1824.5581126838924,4901,1
1842.3888321956968,4961,1
1860.219551707501,5021,1
1878.0502712193054,5081,1
1895.8809907311097,5141,1
1913.711710242914,5201,1
1931.5424297547183,5261,1
1949.3731492665227,5321,1
1967.203868778327,5381,1
986.7867893773276,5399,0
996.7809771224145,5459,0
1008.0113256843285,5519,0
1019.8838882914539,5579,0
1031.584451810356,5639,0
1043.700412712635,5699,0
1056.4022865416548,5759,0
1069.5646180278707,5819,0
1082.9009714689882,5879,0
1096.3681678321864,5939,0
1110.4522315647532,5999,0
1124.186989658631,6059,0
1137.824107469371,6119,0
1151.4654955436263,6179,0
1165.7065176124795,6239,0
1179.848676515532,6299,0
1194.7426940257653,6359,0
1210.4001787627744,6419,0
1227.0207202088964,6479,0
1243.333643681097,6539,0
1259.6370180875097,6599,0
1277.1476441204607,6659,0
1294.8220525474267,6719,0
1312.5975521324049,6779,0
1330.9676195469897,6839,0
1348.9212574303676,6899,0
1367.3940601597365,6959,0
1385.7960522185635,7019,0
1403.4463017889173,7079,0
1421.7018632068657,7139,0
1440.2524726257586,7199,1
1459.098130045596,7259,1
1478.2388354663776,7319,1
1497.6745888881037,7379,1
1517.405390310774,7439,1
1537.4312397343888,7499,1
1557.752137158948,7559,1
1578.3680825844515,7619,1
1599.2790760108994,7679,1
1620.4851174382918,7739,1
1641.9862068666284,7799,1
1663.7823442959095,7859,1
1685.873529726135,7919,1
1708.2597631573049,7979,1
1730.941044589419,8039,1
1753.9173740224778,8099,1
1777.1887514564808,8159,1
1800.7551768914282,8219,1
1824.61665,8279,1
1848.7731717641561,8339,1
1873.2247412019367,8399,1
1897.9713586406617,8459,1
1923.013024080331,8519,1
1948.3497375209447,8579,1
1973.9814989625029,8639,1
1999.9083084050053,8699,1
2026.1301658484522,8759,1
2052.6470712928435,8819,1
2079.4590247381793,8879,1
1016.2472522354028,8938,0
1027.6820961097646,8998,0
1038.0637780532365,9058,0
1048.0719302415341,9118,0
1058.5692083359488,9178,0
1069.242666095324,9238,0
1080.0766906889205,9298,0
1090.990289908788,9358,0
1101.8517547156455,9418,0
1112.726438308307,9478,0
1124.2224835470402,9538,0
1135.6045393395054,9598,0
1147.387944654779,9658,0
1159.1273874675824,9718,0
1171.4045904508037,9778,0
1183.9275913122397,9838,0
1196.8697858934222,9898,0
1209.7771266436189,9958,0
1223.0629165167454,10018,0
1236.5620632163007,10078,0
1250.164933340263,10138,0
1264.0847621772411,10198,0
1278.4136351118816,10258,0
1292.6836034126377,10318,0
1306.510807081341,10378,0
1320.3951222351734,10438,0
1334.7286695013852,10498,0
1349.0192203713286,10558,0
1363.4196059777112,10618,1
1377.9298263205326,10678,1
1392.549881399793,10738,1
1407.2797712154927,10798,1
1422.1194957676312,10858,1
1437.0690550562088,10918,1
1452.1284490812254,10978,1
1467.2976778426812,11038,1
1482.5767413405758,11098,1
1497.9656395749096,11158,1
1513.4643725456824,11218,1
1529.0729402528943,11278,1
1544.7913426965451,11338,1
1560.619579876635,11398,1
1576.557651793164,11458,1
1592.605558446132,11518,1
1608.7632998355389,11578,1
1625.030875961385,11638,1
1641.408287,11698,1
1657.8955324223941,11758,1
1674.4926127575573,11818,1
1691.1995278291595,11878,1
1708.0162776372006,11938,1
1724.9428621816808,11998,1
1741.979281,12058,1
1759.1255354799584,12118,1
1776.3816242337557,12178,1
1793.747547723992,12238,1
1811.2233059506675,12298,1
912.5936881086718,12342,0
928.1849830590028,12402,0
938.6565835898182,12462,0
948.8398147445179,12522,0
958.2961341535614,12582,0
967.7033881404658,12642,0
977.3439372577952,12702,0
987.6240246119952,12762,0
998.1757186243883,12822,0
1008.8591935538218,12882,0
1019.6005179537948,12942,0
1030.3334123462253,13002,0
1041.204688,13062,0
1052.442509453821,13122,0
1063.1524696828092,13182,0
1073.6115088708968,13242,0
1084.6728545207318,13302,0
1096.2125153814006,13362,0
1107.840441,13422,0
1119.9493729590454,13482,0
1131.6015358827433,13542,0
1144.0124237016073,13602,0
1156.095774192344,13662,0
1168.239261,13722,0
1181.095198747578,13782,0
1195.1711958649703,13842,0
1209.5669120672198,13902,0
1224.5547684330181,13962,0
1240.7256574873168,14022,0
1258.402541231303,14082,0
1276.7289344128683,14142,0
1295.3509519770657,14202,0
1314.4116580550935,14262,0
1333.4723641331243,14322,1
1352.533070211155,14382,1
1371.5937762891858,14442,1
1390.6544823672166,14502,1
1409.7151884452473,14562,1
1428.775894523278,14622,1
1447.8366006013089,14682,1
1466.8973066793396,14742,1
1485.9580127573704,14802,1
1505.0187188354012,14862,1
1524.079424913432,14922,1
1543.1401309914627,14982,1
1562.2008370694934,15042,1
1581.2615431475242,15102,1
1600.322249225555,15162,1
1619.3829553035857,15222,1
1638.4436613816165,15282,1
1657.5043674596473,15342,1
1676.565073537678,15402,1
1695.6257796157088,15462,1
1714.6864856937395,15522,1
1733.7471917717703,15582,1
1752.807897849801,15642,1
1771.8686039278318,15702,1
1790.9293100058626,15762,1
1809.9900160838934,15822,1
1829.050722161924,15882,1
1848.1114282399549,15942,1
1867.1721343179856,16002,1
1886.2328403960164,16062,1
1905.2935464740472,16122,1
1924.354252552078,16182,1
1943.4149586301087,16242,1
1039.7744877268924,16295,0
1047.4736889529397,16355,0
1060.2603622825563,16415,0
1073.1237758196323,16475,0
1085.7731035502582,16535,0
1098.523491897345,16595,0
1111.665261996538,16655,0
1124.9435669928014,16715,0
1138.4896645543256,16775,0
1151.9512067953774,16835,0
1165.4796553010312,16895,0
1178.9878843788633,16955,0
1193.0220090916641,17015,0
1207.643908650988,17075,0
1222.2245625240419,17135,0
1237.091815447321,17195,0
1252.3978524953077,17255,0
1268.961485210002,17315,0
1285.7740313646357,17375,0
1302.888580984281,17435,0
1320.0103563964237,17495,0
1337.8734347985867,17555,0
1355.7264111207958,17615,0
1374.2892884885407,17675,0
1392.6896761414741,17735,0
1411.1540422969954,17795,0
1429.4123941412693,17855,0
1448.1736121478257,17915,0
1467.3602923382477,17975,1
1486.9724347125357,18035,1
1507.0100392706893,18095,1
1527.4731060127085,18155,1
1548.3616349385936,18215,1
1569.6756260483444,18275,1
1591.415079341961,18335,1
1613.5799948194433,18395,1
1636.1703724807912,18455,1
1659.186212326005,18515,1
1682.6275143550845,18575,1
1706.4942785680296,18635,1
1730.7865049648406,18695,1
1755.5041935455172,18755,1
1780.6473443100597,18815,1
1806.2159572584678,18875,1
1832.2100323907416,18935,1
1858.6295697068813,18995,1
1885.4745692068866,19055,1
1912.7450308907578,19115,1
1940.4409547584946,19175,1
1968.562340810097,19235,1
1997.1091890455655,19295,1
2026.0814994648995,19355,1
2055.4792720680994,19415,1
2085.302506855165,19475,1
2115.5512038260968,19535,1
